Title,Image,Avatar_URL,crvsd,ui_header_link,default,phmbo,phmbo1,dmrsr,dmrsr2,dmrsr3,qwuub_URL,qwuub,tehyy,xcjrc,Rating
"Small plane. Leg room was poor. Only two washrooms. Difficult to manage. Food was bad. On return also the food was bad, same menu was served. No one likes to eat food at 6.30 in the morning. One would expect a nice cup of tea or coffee and continental breakfast. My husband had a bad stomach when we landed at Johannesburg. I refused to eat on my return journey as the food looked stale and same menu was repeated. The Air hostesses were polite and helpful.",https://media-cdn.tripadvisor.com/media/photo-t/1a/f6/f2/eb/default-avatar-2020-27.jpg,https://www.tripadvisor.com/Profile/AF1960yas,AF1960yas wrote a review Jun 2017,AF1960yas,"Ahmednagar, India",46 contributions,62 helpful votes,Mumbai - Johannesburg,International,Economy,https://www.tripadvisor.com/ShowUserReviews-g1-d8729102-r491948803-Kenya_Airways-World.html,Kenya Airways,Date of travel: May 2017,This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews.,ui_bubble_rating bubble_20
"It always was a pleasure to travel by a KQ flight in international sectors.They serve excellent food adopting the cuisine related to origin/destination. The first experience of Idlis several years ago remained a surprise for a long time. The staff are very friendly, communicative, helpful and pleasant. The seats are quite good and the entertainment options are quite wide.",,https://www.tripadvisor.com/Profile/50anandg,Anand G wrote a review Jun 2017,Anand G,"Kochi (Cochin), India",1928 contributions,568 helpful votes,Nairobi - Mumbai,International,Economy,https://www.tripadvisor.com/ShowUserReviews-g1-d8729102-r491644005-Kenya_Airways-World.html,Superb on all counts,Date of travel: August 2016,This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews.,ui_bubble_rating bubble_40
"Flight attendants obviously not want to be there.  Many of the audio plugs did not work.  The video terminals were inoperable.  This was a 787-8, but it wasn't kept maintained.The return trip was better, but still unsmiling flight attendants.  Service begins from the top.  Obviously Kenya Airways does not emphasize service training.",,https://www.tripadvisor.com/Profile/39kv,K V wrote a review Jun 2017,K V,"Coeur d'Alene, Idaho",7 contributions,,London - Entebbe,International,Economy,https://www.tripadvisor.com/ShowUserReviews-g1-d8729102-r490350763-Kenya_Airways-World.html,Smiling would help,Date of travel: June 2017,This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews.,ui_bubble_rating bubble_30
"My first flight with KQ in their Dreamliner Business Class. This was a night flight. Cabin was much too warm which kept me and my business partner from sleeping. If nobody uses blankets than you know it is too warm. A design flaw of the Dreamliner, in my eyes, is that there are also no personal vent-nozzles. Crew wasn't that friendly and food did not taste at all. I've had economy meals that were ten times more tasty than what I was served. Seats are full-flat but have almost zero privacy. Thank goodness the flight back was a bit better regarding crew and temperature.",,https://www.tripadvisor.com/Profile/KDFaisst,KDFaisst wrote a review Jun 2017,KDFaisst,"Esslingen am Neckar, Germany",175 contributions,82 helpful votes,Amsterdam - Nairobi,International,Business Class,https://www.tripadvisor.com/ShowUserReviews-g1-d8729102-r490319343-Kenya_Airways-World.html,"Maybe best in Africa, certainly not the world",Date of travel: May 2017,This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews.,ui_bubble_rating bubble_30
"The flight is scheduled to depart at 00:55hrs. Its already a very late flight, the airport is cold so for the flight departure time to change to 01:55, no notice, no advance notification, is not only unacceptable, its not professional and it shows how little regard KQ has for its clients. Honestly I only fly KQ if have no choice. its the only time that i add a few more dollars to take a different airline.",https://media-cdn.tripadvisor.com/media/photo-o/0e/05/f3/ed/diana-k.jpg,https://www.tripadvisor.com/Profile/deedikim,DeeDee wrote a review Jun 2017,DeeDee,"Nairobi, Kenya",53 contributions,33 helpful votes,Johannesburg - Nairobi,Africa,Economy,https://www.tripadvisor.com/ShowUserReviews-g1-d8729102-r489847002-Kenya_Airways-World.html,KQ not airline of my choice,Date of travel: June 2017,This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews.,ui_bubble_rating bubble_10
"A good airline but need to improve on his fleets to Lagos Nigeria. Flying back to Lagos from Nairobi was a bad experience because we flew in absolute fear with the condition of the airline even when you are on the Business Class seat.
The interior was very bad to the extend that you feel the seat is going to drop of the airline flight number KQ 532.

Flying from Nairobi to Dubai was so wonderful and interior is okay and cool.

The business lounge in Nairobi was cool but airline never provide hotel for a very long connection of like 28 hours. I had to get a transit visa with a sum of $20 and paid for an hotel in town to the tune of $120, which is not really nice.

In all it was a nice experience",https://media-cdn.tripadvisor.com/media/photo-t/0f/74/28/cf/simsid2014.jpg,https://www.tripadvisor.com/Profile/simsid2014,simsidtours2014 wrote a review Jun 2017,simsidtours2014,"Lagos, Nigeria",2166 contributions,108 helpful votes,Lagos - Dubai,International,Business Class,https://www.tripadvisor.com/ShowUserReviews-g1-d8729102-r489785031-Kenya_Airways-World.html,NICE AIRLINE BUT NEED IMPROVE ON HIS FLEETS TO LAGOS NIGERIA,Date of travel: April 2017,This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews.,ui_bubble_rating bubble_30
"Was returning from Dar to Nairobi. The airline changed its baggage policies months after I had purchased my ticket. New policies dictated I had to pay 75 USD for sports equipment (golf bag). Very disappointing. On my flight to Dar this policy was not yet in place. I tried to explain to the groundstaff as well as KQ representative the situation; they would not budge. I understand that policies change, however, excellent customer service will find ways to HELP the passenger. Poor customer service means following the policy to a T; regardless of whether it helps the passenger or not.",https://media-cdn.tripadvisor.com/media/photo-t/1a/f6/e9/ef/default-avatar-2020-66.jpg,https://www.tripadvisor.com/Profile/christapo852,Christoph S wrote a review Jun 2017,Christoph S,"Nairobi, Kenya",102 contributions,74 helpful votes,Dar es Salaam - Nairobi,Africa,Economy,https://www.tripadvisor.com/ShowUserReviews-g1-d8729102-r489750212-Kenya_Airways-World.html,Poor Customer Service,Date of travel: May 2017,This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews.,ui_bubble_rating bubble_30
"I would like to be able to review our flight from Cape Town to Victoria Falls. However I can't, as it never happened. When we arrived at CPT to check in for our flight we were told that the flight had been cancelled. No prior notice given, nothing on website indicating there was an issue and no explanation for the cancellation provided.  The support we received was wholly inadequate. One person, trying her best but obviously overwhelmed.  We were third in line when we arrived. We got to the front of the line after 20 minutes--and by this time a substantial line up had formed behind us.   We were told there was no way to get to Vic Falls that day, so we would have to fly to JNB, overnight and then travel the next day. Given we had booked into a safari lodge for that night, this cost us about $2000 ( party of 5).  we were told that ground staff in JNB would look after us and make all hotel and meal arrangements. It was probably another 15 minutes before our arrangements in Cape Town were finalized( no idea how long people behind has had to wait!) When we arrived in JNB, the staff there knew nothing about the cancellation and seemed to spend most of their time chatting with colleagues instead of helping customers.  On top of that they were rude.  I understand flights get delayed and even cancelled for circumstances beyond control of airlines.  No idea why our flight was cancelled, but Kenya Airways failed to properly notify us, failed to provide sufficient support in CPT to make arrangements for the passengers and failed to ensure staff in JNB were prepared to assist. My wife reminded me that the only other time she had a flight cancelled in Africa was also Kenya Airways. Needless to say we won't be giving them an opportunity to cancel another flight we have booked.",https://media-cdn.tripadvisor.com/media/photo-t/1a/f6/de/0a/default-avatar-2020-35.jpg,https://www.tripadvisor.com/Profile/514iann,ian n wrote a review Jun 2017,ian n,"Toronto, Canada",1 contribution,1 helpful vote,Cape Town Central - Victoria Falls,Africa,Economy,https://www.tripadvisor.com/ShowUserReviews-g1-d8729102-r489724327-Kenya_Airways-World.html,Kenya airways- STAY AWAY,Date of travel: May 2017,This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews.,ui_bubble_rating bubble_10
"For a full flight the service was fine. The legroom a bit cramped, the food not brilliant, but we took off on time and arrived in reasonable shape.",https://media-cdn.tripadvisor.com/media/photo-t/1a/f6/e6/ea/default-avatar-2020-54.jpg,https://www.tripadvisor.com/Profile/U3925MTmichaele,Michael Eldon wrote a review Jun 2017,Michael Eldon,"Lavington, Kenya",169 contributions,38 helpful votes,Nairobi - Lilongwe,Africa,Economy,https://www.tripadvisor.com/ShowUserReviews-g1-d8729102-r489570901-Kenya_Airways-World.html,No complaints - reasonably efficient economy class service and food,Date of travel: May 2017,This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews.,ui_bubble_rating bubble_40
The check in was on time. The flight was comfortable. The food was good. Bags arrived on time. The announcements were timely and helpful. Good airline.,https://media-cdn.tripadvisor.com/media/photo-t/1a/f6/ea/2e/default-avatar-2020-67.jpg,https://www.tripadvisor.com/Profile/258sudiptom,SUDIPTO MUKHERJEE wrote a review May 2017,SUDIPTO MUKHERJEE,,55 contributions,6 helpful votes,Zanzibar Island - Mumbai,International,Economy,https://www.tripadvisor.com/ShowUserReviews-g1-d8729102-r488746418-Kenya_Airways-World.html,Excellent on time service,Date of travel: May 2017,This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews.,ui_bubble_rating bubble_50
Lady attendant at the Julius Nyerere international airport service point quickly correct a ticket error on one of my traveling party on 28 May 2017. Sadly there was no more economy seats and the only way to amend was a whooping US$229 extra payment and upgrade to business class. Business class experience did not disappoint as the wifi and other additional services were satisfactory.,https://media-cdn.tripadvisor.com/media/photo-t/0d/6d/b8/9e/john-c.jpg,https://www.tripadvisor.com/Profile/N657MTjohnc,John C wrote a review May 2017,John C,"Harare, Zimbabwe",491 contributions,129 helpful votes,Dar es Salaam - Harare,Africa,Business Class,https://www.tripadvisor.com/ShowUserReviews-g1-d8729102-r488611511-Kenya_Airways-World.html,Expensive correction but worth it,Date of travel: May 2017,This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews.,ui_bubble_rating bubble_40
"Monday 8 May 2017, Amsterdam-Nairobi, KQ117
I would like to thank the ground crew of Kenya Airways in Amsterdam, captain Hassan Ahmed, co-pilot Anthony and cabin crew members Anthony, Milka, Joan and Moureen. Althought I was the last passenger to board the aircraft, they were very friendly and threated me like a king. No words can describe how I felt, never had that before!!! It was a great start of my holiday in Madagascar...

Saturday 20 May 2017, Antananarivo-Nairobi, KQ257
I would like to thank cabin crew member Anthony. He recognised me and provided again a great service!

I've flown with many other airlines (Lufthansa, United, KLM, Emirates, Qantas, Qatar, ...) and they all can take an example of Kenya Airways...",https://media-cdn.tripadvisor.com/media/photo-t/0a/43/25/ef/jimmy320f.jpg,https://www.tripadvisor.com/Profile/JimmyBul,JimmyBul wrote a review May 2017,JimmyBul,"Zaventem, Belgium",199 contributions,38 helpful votes,Amsterdam - Nairobi,International,Economy,https://www.tripadvisor.com/ShowUserReviews-g1-d8729102-r487747911-Kenya_Airways-World.html,Thank you!,Date of travel: May 2017,This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews.,ui_bubble_rating bubble_50
"Pleasantly surprised when travelling with Kenya Airways! Flew return to Bangkok from Johannesburg - stopping in Kenya for both. The planes are very well furnished on the inside, seats nice and comfortable, food was your usual plane food, staff one 3 flights were very sweet and accommodating. Expect to board later than scheduled and not depart exactly on time, but no major delays. Great that you can check in 2 x 23KG of luggage and 12KG hand luggage!",https://media-cdn.tripadvisor.com/media/photo-t/1a/f6/e3/1f/default-avatar-2020-46.jpg,https://www.tripadvisor.com/Profile/amydebeer0,amydebeer0 wrote a review May 2017,amydebeer0,"Pretoria, South Africa",2 contributions,,Johannesburg - Bangkok,International,Economy,https://www.tripadvisor.com/ShowUserReviews-g1-d8729102-r487658629-Kenya_Airways-World.html,Pleasantly Surprised,Date of travel: April 2017,This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews.,ui_bubble_rating bubble_50
"I was not really satisfied with the Business Class service of this airways.  The Flight Attendants were friendly, the seats were spacious.  It was a dream-liner 787 with the business class seat width comparable to a railway sleeper berth.  Plenty of room.  The food and service was not up to par.  Normally, the flight attendant keep tabs on every aspect. Here the flight attendant seemed lost or disinterested.  Drink orders were not served well, I had to remind the attendant couple of times.  No initiative taken.  The food service was similar.  I had to remind the attendant for my choices.   The convenience pouch was nothing fancy.   A flimsy cover was used.  The bathrooms did not have any moisturizer or other travel cosmetics.",https://media-cdn.tripadvisor.com/media/photo-t/1a/f6/f1/06/default-avatar-2020-18.jpg,https://www.tripadvisor.com/Profile/Sundncr,Sundncr wrote a review May 2017,Sundncr,"Washington DC, District of Columbia",1036 contributions,463 helpful votes,Nairobi - Amsterdam,International,Business Class,https://www.tripadvisor.com/ShowUserReviews-g1-d8729102-r487359283-Kenya_Airways-World.html,Business Class Service Was Not Upto Par,Date of travel: May 2017,This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews.,ui_bubble_rating bubble_30
My son has left for 6 weeks studying lemurs in the rainforest of Madagascar. I must applaud Kenya Airways on getting his baggage intact to Antananarivo via a Nairobi . Their generous two checked bags policy enabled him to take two very large rucksacks with his tent and sleeping bag in outside pockets plus a large backpack in the cabin. His rucksacks were wrapped in a large garbage bag covering 3/4 of the surface then secured with duct tape allowing customs access to the top which was not locked. The check in staff were courteous and not daunted by the sheer size of the luggage or the duct tape wrapping.I was so relieved and surprised when he message that it all arrived with no loss or damage. Well done Kenya Airways !,https://media-cdn.tripadvisor.com/media/photo-t/1a/f6/f1/06/default-avatar-2020-18.jpg,https://www.tripadvisor.com/Profile/quackysmum,quackysmum wrote a review May 2017,quackysmum,"Camberley, United Kingdom",20 contributions,5 helpful votes,London - Antananarivo,International,Economy,https://www.tripadvisor.com/ShowUserReviews-g1-d8729102-r487228100-Kenya_Airways-World.html,top marks for baggage care,Date of travel: May 2017,This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews.,ui_bubble_rating bubble_50
"During February I flew 8 times on Kenya Airways. ONE flight was on time.
If it is a breakfast flight, no milk.
Most flights do NOT carry ice.
Several flights only have water for diabetics, no sugar free beverages.
Africa is generally hot. In Kenya Airways they can have you sit in an aircraft for 45 mins without ventilation or air conditioning with an outside temperature of 35 C (95 F). This happened to me in 3 flights; plus the air conditioner in the departure lounges in Nairobi do not work. 300 people in a room without air conditioner or ventilation, waiting for a delayed flight.!!",https://media-cdn.tripadvisor.com/media/photo-t/01/2e/70/9a/avatar026.jpg,https://www.tripadvisor.com/Profile/vilar30,vilar30 wrote a review May 2017,vilar30,"Miami, Florida",267 contributions,117 helpful votes,Douala - Nairobi,Africa,Economy,https://www.tripadvisor.com/ShowUserReviews-g1-d8729102-r486779137-Kenya_Airways-World.html,Big disappointment,Date of travel: February 2017,This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews.,ui_bubble_rating bubble_10
"The aircrafts are clean. The customer service is good. Lesser maintenance issues.
Food served is good.",https://media-cdn.tripadvisor.com/media/photo-t/1a/f6/e7/7b/default-avatar-2020-56.jpg,https://www.tripadvisor.com/Profile/972raja,972raja wrote a review May 2017,972raja,Eldoret,51 contributions,12 helpful votes,Nairobi - Mumbai,International,Economy,https://www.tripadvisor.com/ShowUserReviews-g1-d8729102-r486766448-Kenya_Airways-World.html,Normally a safe and good airline to travel with,Date of travel: November 2016,This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews.,ui_bubble_rating bubble_40
"I liked my experienced on KQ. It has all the necessary requirements for an airline must have. If I have to comment, the attitude of cabin crew was a little bit much and they look tired. Other than that, it is an ""OK"" airline that I might try again.",https://media-cdn.tripadvisor.com/media/photo-t/03/e1/b1/56/yared-m.jpg,https://www.tripadvisor.com/Profile/Yaredgms,YaredG wrote a review May 2017,YaredG,"Addis Ababa, Ethiopia",57 contributions,34 helpful votes,Nairobi - Kisumu,Domestic,Economy,https://www.tripadvisor.com/ShowUserReviews-g1-d8729102-r486348399-Kenya_Airways-World.html,Nice Airline,Date of travel: November 2016,This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews.,ui_bubble_rating bubble_40
"I will NEVER again use this airline. I have yet to experience such poor service and incompetence. I have twice missed a connecting flight having been assured that 'they would do something in Nairobi'. Don't be tempted by the , sometimes, less expensive flights. It is just not worth it.",,https://www.tripadvisor.com/Profile/K9901TXrogers,Roger S wrote a review May 2017,Roger S,"Addis Ababa, Ethiopia",68 contributions,11 helpful votes,Addis Ababa - Johannesburg,Africa,Economy,https://www.tripadvisor.com/ShowUserReviews-g1-d8729102-r486293163-Kenya_Airways-World.html,BEYOND PATHETIC,Date of travel: May 2017,This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews.,ui_bubble_rating bubble_10
"Kenyan Airways has got to be the best African Airline, their service is great.

onboard you feel comfortable, the food and entertainment really makes the flight much more enjoyable.

but its the staff that truly makes this airways so great.
they truly make your trip worthwhile and the flights are not always full on the return making for a much comfortabler flight back",https://media-cdn.tripadvisor.com/media/photo-t/1a/f6/f6/0d/default-avatar-2020-34.jpg,https://www.tripadvisor.com/Profile/Dreamer656493,Lee-Jean C wrote a review May 2017,Lee-Jean C,,5 contributions,1 helpful vote,Johannesburg - Bangkok,International,Economy,https://www.tripadvisor.com/ShowUserReviews-g1-d8729102-r486104282-Kenya_Airways-World.html,definitely the best airline in Africa,Date of travel: December 2016,This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews.,ui_bubble_rating bubble_50
"If you have to fly KQ - don't go - rather visit somewhere else. KQ has introduced a ""one bag only to be checked in"" policy effective 1 April 2017 ( it's not an April Fools joke ).
This doesn't synchronize or fit with any of the local operators flying to the bush who won't allow single big bags.
KQ wanted to charge US$75 for an extra bag ( one at 7 kgs & the other at 12kgs) on my flight from NBO to Dar this afternoon.
Not only this but the officious intransigent attitude was staggering.
KQ does it's beautiful country & all her people a great disservice with their ""get lost - we don't care"" attitude. How desperately does Kenya need more tourists & to be tourist/customer friendly ??
KQ - welcome to that terrible group of airlines ( like United ) who don't care about their passengers & as an example physically drag people off planes - nobody should fly KQ.",https://media-cdn.tripadvisor.com/media/photo-t/1a/f6/ed/00/default-avatar-2020-4.jpg,https://www.tripadvisor.com/Profile/CliveTas,Clive T wrote a review May 2017,Clive T,"Knysna, South Africa",32 contributions,16 helpful votes,Nairobi - Dar es Salaam,Africa,Economy,https://www.tripadvisor.com/ShowUserReviews-g1-d8729102-r484399372-Kenya_Airways-World.html,"Arrogant, rude, brash & bureaucratic ",Date of travel: May 2017,This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews.,ui_bubble_rating bubble_10
"This was a short hop from Nairobi to Kisumu, and I was reading a book on my iPad. I left it in the seat pocket in front of me. I sent an e-mail to the airline as soon as I realized what I had done. I didn't get a response, but I had time to go back to the airport two days later. A very nice KA employee called around, found out it had been recovered and it was in security in Nairobi. They offered to bring it back to Kisumu for me, but I opted to keep it locked up in Nairobi. It was amazing to get it back.
The flight itself was easy, the staff congenial and it was a good experience.",https://media-cdn.tripadvisor.com/media/photo-t/0f/50/a8/b7/robyn-s.jpg,https://www.tripadvisor.com/Profile/RDStravels,RDStravels wrote a review May 2017,RDStravels,"Louisville, Kentucky",483 contributions,57 helpful votes,Nairobi - Kisumu,Domestic,Economy,https://www.tripadvisor.com/ShowUserReviews-g1-d8729102-r484396619-Kenya_Airways-World.html,"I left my iPad on the plane, they found it, and I got it back!",Date of travel: May 2017,This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews.,ui_bubble_rating bubble_50
"Flew out of Heathrow on the Boeing Dream Liner. Firstly no seat choice , couldn't even chose window or aisle . I noticed before take off that passenger checks were minimal .. so I left my seat belt visibly undone . Just as I thought the cabin crew were in the jump seats and buckled up for take off before I decided to put it on . Lots of seats were reclined on take off , absolutely bare minimum of safety checks . Food was very nice , a very nice lamb hotpot . However drinks were sparse for such a long flight . Entertainment systems seemed hit and miss. I didnt see anyone who had everything working .However,  safety is the biggest issue . On landing , once again just a vague seat belt check and several seats reclined . It's called the 'pride of Africa', not true in my opinion . If this is the best .. second best must be shocking . All bags arrived but had been so badly battered bottles of shower gel etc had all been squeezed empty by the time we arrived .",https://media-cdn.tripadvisor.com/media/photo-t/0a/fa/b3/1f/trottie69.jpg,https://www.tripadvisor.com/Profile/Trottie69,Trottie69 wrote a review May 2017,Trottie69,"Gravesend, United Kingdom",206 contributions,45 helpful votes,London - Nairobi,International,Economy,https://www.tripadvisor.com/ShowUserReviews-g1-d8729102-r483824919-Kenya_Airways-World.html,No Regard for Safety Procedures,Date of travel: May 2017,This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews.,ui_bubble_rating bubble_30
"The only thing I found good about the flight was that the 787 planes they have have fairly reasonable legroom for those of us who have to travel coach. Otherwise, I think Kenya Airways' report card should read ""Can definitely do better"". I was not impressed with their boarding system which seemed quite disorganized and didnt make much sense. The customer service by the crew was ""disinterested"" and the food was edible if one is ravenously hungry. The in-flight entertainment provided a very limited choice in films and tv programs and the earphones didn't work... not even replacements brought by the air steward. However, I do give them credit for taking off on time and reaching the destination 10 minutes early. At the end of the it all I disembarked from the flight feeling that it was OK but there was so much they could have done to make it a more pleasant experience.",,https://www.tripadvisor.com/Profile/StellaE146,Stella E wrote a review May 2017,Stella E,,14 contributions,1 helpful vote,Nairobi - London,International,Economy,https://www.tripadvisor.com/ShowUserReviews-g1-d8729102-r483589508-Kenya_Airways-World.html,could do better,Date of travel: May 2017,This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews.,ui_bubble_rating bubble_30
"Booked 4 flights on them since they where the cheapest option.
First flight was over booked so they had to find a different flight for us.
Second flight was delayed by one hour.

From Bangkok back. First flight was delayed 8hours. They booked us into a bad hotel as well. Then the morning when we could finally board the flight. They took off an hour late. Again. Which ment we missed our connecting flight. Wich they booked for us. So they scheduled a new one for 6hours later. And that one was also delayed one hour. Ohhh ya I almost forgot. THEY LOST OUR BAGGAGE",https://media-cdn.tripadvisor.com/media/photo-o/06/e3/40/2e/nicolaas-v.jpg,https://www.tripadvisor.com/Profile/nicolaasv874,Nicolaas v wrote a review May 2017,Nicolaas v,"Rawsonville, South Africa",52 contributions,8 helpful votes,Cape Town Central - Bangkok,International,Economy,https://www.tripadvisor.com/ShowUserReviews-g1-d8729102-r483227414-Kenya_Airways-World.html,Worst airline in the world,Date of travel: May 2017,This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews.,ui_bubble_rating bubble_10
"and  I bought another airline for going to Nairobi , but they did not any support for to me, and I lost approximately 700 us$  because Keyna airline at Uganda did not their duty for my flight. terrible airline.",https://media-cdn.tripadvisor.com/media/photo-t/04/38/2f/7b/whechon.jpg,https://www.tripadvisor.com/Profile/whechon,whechon wrote a review May 2017,whechon,"Wonju, South Korea",106 contributions,13 helpful votes,Entebbe - Nairobi,Africa,Economy,https://www.tripadvisor.com/ShowUserReviews-g1-d8729102-r482285582-Kenya_Airways-World.html,they could not fly and no answer for my compliant,Date of travel: August 2016,This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews.,ui_bubble_rating bubble_10
"Flown Kenya Airways many, many times and most of them, it's been ordinary. Sometimes it is really bad, a few times it is quite good. I'd just say, don't hold your breath!",https://media-cdn.tripadvisor.com/media/photo-t/1a/f6/f1/42/default-avatar-2020-20.jpg,https://www.tripadvisor.com/Profile/Edd910,Edd910 wrote a review May 2017,Edd910,"Lusaka, Zambia",10 contributions,4 helpful votes,Nairobi - Kilimanjaro National Park,Africa,Economy,https://www.tripadvisor.com/ShowUserReviews-g1-d8729102-r481481158-Kenya_Airways-World.html,Hit and miss,Date of travel: July 2016,This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews.,ui_bubble_rating bubble_30
"Ohhh my goodness, KQ must try treating us like human beings.  They seem not to care about the time delays nor communicating to its passengers.  Also the issue of being put on Precision Air when we are at an impression that the whole trip was on KQ.  I was really disappointed.  My colleagues were stuck for hours in Nairobi and arrived in Daressalaam at midnight yet they were meant to reach Dar before 10pm.  I am never getting on this flight and not booking any of my colleagues on it.  The food as well is just terrible, a bun really all the way nooooo and cant even give us water in small bottles argh!!!!",https://media-cdn.tripadvisor.com/media/photo-t/1a/f6/f0/48/default-avatar-2020-15.jpg,https://www.tripadvisor.com/Profile/thembied2018,Thembie D wrote a review May 2017,Thembie D,"Harare, Zimbabwe",54 contributions,33 helpful votes,Harare - Dar es Salaam,Africa,Economy,https://www.tripadvisor.com/ShowUserReviews-g1-d8729102-r480861004-Kenya_Airways-World.html,Appalling Service Never to be used again,Date of travel: April 2017,This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews.,ui_bubble_rating bubble_30
This airline did not post a seat map for the flight.  I could not select a seat. It was  assigned at the gate.  They are supposed to be partners with Delta but they were clueless about comfort seat upgrades.  After they made about 10 phone calls I was told inside the terminal that I had to exit the terminal and go to the ticket office to get a comfort seat.  I did that and the ticket office had never heard of comfort seats.  They made about 10 phone calls and then suggested that I pay $100 USD to change my seat.  Not guaranteed it was a comfort seat upgrade I declined and rushed back into the terminal to catch my flight. The food was terrible in flight. Probably one of the worst flight experiences I've had in my 40+ years of traveling.,https://media-cdn.tripadvisor.com/media/photo-t/1a/f6/f0/9f/default-avatar-2020-16.jpg,https://www.tripadvisor.com/Profile/tincupgolfer,tincupgolfer wrote a review May 2017,tincupgolfer,"Phenix City, Alabama",29 contributions,11 helpful votes,Nairobi - Amsterdam,International,Economy,https://www.tripadvisor.com/ShowUserReviews-g1-d8729102-r480693078-Kenya_Airways-World.html,Clueless,Date of travel: April 2017,This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews.,ui_bubble_rating bubble_20
"We had the misfortune of experiencing 'the pride of Africa' on our honeymoon to Vietnam in April 2017.

Our negative and unpleasant experience with this airline culminated in the loss of my wife's luggage upon arrival in Johannesburg. After numerous phone calls and emails, absolutely nothing was done to locate this luggage and eventually the airline merely admitted that it was untraceable. None of our calls were ever returned, we received differing stories of the bag not being loaded first in Hanoi and then in Nairobi. It became quite obvious from the outset that the airline did not care about this problem and could not be bothered to help us.

The flight experience was unprofessional, tardy, and disrespectful towards the passengers. Traveling between Hanoi and Nairobi felt like the passengers were alone on the flight and when the air hostess staff were visible, they were sullen, impatient and obviously cared very little for the wellbeing and comfort of the passengers on board. Upon boarding the flight in Hanoi, we were not greeted by a single staff member. Passengers were sleeping in incorrect seats and no air hostess could be found to assist us. Food was served with an air of contempt and annoyance. The hot breakfast consisted of a stale croissant and fruit. Drinks were served once on the flight. Trays took more than an hour to be cleared. An all round ghastly experience hopefully not to ever be repeated.

We arrived home from an amazing honeymoon with a bitter taste in our mouths and one less bag.... Stay away - not worth the lower cost at all!!!!",https://media-cdn.tripadvisor.com/media/photo-t/09/8c/ca/aa/jeremy-p.jpg,https://www.tripadvisor.com/Profile/764jeremyp,Jeremy P wrote a review Apr 2017,Jeremy P,,14 contributions,10 helpful votes,Hanoi - Johannesburg,International,Economy,https://www.tripadvisor.com/ShowUserReviews-g1-d8729102-r480109311-Kenya_Airways-World.html,Shocking experience - do not fly with them!!,Date of travel: April 2017,This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews.,ui_bubble_rating bubble_10
